category,subject,lecturer,section,post/reply,"number of assignment","number of quiz","total assignment+quiz (including uts)","other activities","link to list of forums","link to list of assignments","link to list of quizzes"
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 6 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 7 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 7 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 8 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Guest user  ","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,2,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 6 Session 1",31,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 6 Session 2",1,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 7 Session 1",1,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 7 Session 2",2,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 8 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Meiliana Jaunanda","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,2,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 6 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 7 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 7 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 8 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB D 1539","Wijaya Triwacananingrum","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,2,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Introductory Section",15,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 6 Session 2",4,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Elizabeth Dermawan","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Introductory Section",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","ESTHER IRENE PURBA","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Introductory Section",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Guest user  ","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Introductory Section",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Meiliana Jaunanda","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Introductory Section",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Rumita Sihole","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Introductory Section",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 5 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 8 Session 1",0,"KUIS MATERI UAS",0,2,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB E 1540","Wijaya Triwacananingrum","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,3,2,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 5 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 6 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 7 Session 1",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 7 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 8 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","ESTHER IRENE PURBA","Week 8 Session 2",0,2,0,2,4,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","PENGANTAR AKUNTANSI 2 + LAB F 1541","Guest user  ","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
